startsecond	text
13.16	I have a big impact on the planet
16.16	to travel here by plane.
19.16	I emitted, in the atmosphere, nine tons of CO2;
26.16	that is the weight of two elephants.
29.16	I came here to speak about ecology,
32.16	and I emitted as much CO2
35.16	as a Frenchman in one year.
38.16	So what do I have to do?
40.16	I have to kill a Frenchman when I come back at home?
42.16	(Laughter)
44.16	I have to do my carbon offset in another way,
47.16	like I do every time.
49.16	(Laughter)
52.16	In fact my work is to show
57.16	our impact on our planet.
61.16	I'm going to show you some examples
63.16	of the last pictures I've done
65.16	in the last year.
69.16	Alberta sand oil, a lot of pollution.
74.16	You know the problem;
76.16	we don't want to believe what we know.
82.16	In Alberta people work nonstop,
88.16	to extract as much oil
90.16	as they can.
92.16	We know about the end of oil.
95.16	Oil sand is not a long-term solution.
99.16	But we use three times more oil
103.16	than we find every year.
105.16	We don't want to believe what we know.
107.16	Deny.
109.16	Coral reef in New Caledonia.
116.16	may be wiped out before 2050
119.16	because of global warming.
121.16	And you know how coral are very sensitive to temperature,
125.16	and are very important for the biodiversity of the sea.
131.16	North Pole. I've done this picture last summer.
135.16	It was impossible to do this picture 15 years ago.
139.16	Now there is a new way open between Atlantic and Pacific.
145.16	The thickness of the Arctic
149.16	decreased more than 40 percent
152.16	since 1960.
157.16	There is a new face of Kilimanjaro without ice.
161.16	Sad picture.
163.16	It lost 80 percent of its ice.
166.16	According to scientists,
168.16	in 100 years
171.16	all the mountain glacier will be gone.
174.16	Glaciers are very important for the life on earth.
178.16	Like Al Gore told you,
180.16	two billion people live on the water
182.16	from the glacier of Himalaya.
185.16	Return of fish men.
187.16	One fifth of human kind
192.16	depend on fish to live.
195.16	Today now 70 percent
199.16	of the fish stock are over-exploited.
202.16	According to FAO,
206.16	if we don't change our system of fishing
209.16	the main sea resources will be gone in 2050.
213.16	We don't want to believe what we know.
217.16	The beautiful picture, by [unclear] in Africa.
222.16	One human of six
224.16	have not enough to eat in the world.
227.16	One billion people have not enough to eat.
230.16	In Africa, corn is one of the main foods in many places.
236.16	Here in America,
242.16	is used to feed animals or to do oil.
