startsecond	text
12.92	In 1987, Tina Lord
12.92	found herself in quite the pickle.
16.56	See, this gold digger made sure
16.56	she married sweet Cord Roberts
19.88	just before he inherited millions.
22.56	But when Cord found out
22.56	Tina loved his money
24.8	as much as she loved him,
26.44	he dumped her.
27.72	Cord's mother Maria was thrilled
29.64	until they hooked up again.
31.16	So Maria hired Max Holden to romance Tina
33.84	and then made sure Cord didn't find out
33.84	Tina was pregnant with his baby.
37.6	So Tina, still married
37.6	but thinking Cord didn't love her
40.52	flew to Argentina with Max.
42.72	Cord finally figured out what was going on
44.84	and rushed after them,
44.84	but he was too late.
47.84	Tina had already been kidnapped,
49.44	strapped to a raft
49.44	and sent over a waterfall.
52.36	She and her baby were presumed dead.
55.32	Cord was sad for a bit,
58.36	but then he bounced right back
59.84	with a supersmart
59.84	archaeologist named Kate,
63.24	and they had a gorgeous wedding
64.76	until Tina, seemingly back from the dead,
64.76	ran into the church holding a baby.
69.08	"""Stop!"" she screamed."
71.2	"""Am I too late?"
72.72	Cord, I've come so far.
75.6	"This is your son."""
79.4	And that, ladies and gentlemen,
80.92	"is how the soap opera ""One Life to Live"""
80.92	introduced a love story
84.12	that lasted 25 years.
86.2	(Laughter)
87.56	Now, if you've ever seen a soap opera,
89.68	you know the stories and the characters
89.68	can be exaggerated, larger than life,
94.6	and if you're a fan,
94.6	you find that exaggeration fun,
97.88	and if you're not,
99.6	maybe you find them
99.6	melodramatic or unsophisticated.
102.32	Maybe you think watching soap operas
104.56	is a waste of time,
105.84	that their bigness means
105.84	their lessons are small or nonexistent.
110.56	But I believe the opposite to be true.
113.44	Soap operas reflect life, just bigger.
117.92	So there are real life lessons
117.92	we can learn from soap operas,
121.36	and those lessons
121.36	are as big and adventurous
124.2	as any soap opera storyline.
127.32	Now, I've been a fan since I ran home
127.32	from the bus stop in second grade
130.92	desperate to catch the end
130.92	of Luke and Laura's wedding,
133.64	the biggest moment
133.64	"in ""General Hospital"" history."
137.04	(Applause)
138.32	So you can imagine
138.32	how much I loved my eight years
141.68	as the assistant casting director
141.68	"on ""As the World Turns."""
144.68	My job was watching soap operas,
146.72	reading soap opera scripts
148.16	and auditioning actors
148.16	to be on soap operas.
150.96	So I know my stuff.
153.28	(Laughter)
154.56	And yes, soap operas
156.88	are larger than life,
159.2	drama on a grand scale,
160.92	but our lives can be filled
160.92	with as much intensity,
164.68	and the stakes can feel just as dramatic.
167.84	We cycle through tragedy and joy
170.16	just like these characters.
172.12	We cross thresholds, fight demons
172.12	and find salvation unexpectedly,
176.6	and we do it again and again and again,
179.6	but just like soaps,
179.6	we can flip the script,
182.36	which means we can learn
182.36	from these characters
184.64	that move like bumblebees,
186.48	looping and swerving through life.
189.08	And we can use those lessons
191.36	to craft our own life stories.
193.88	Soap operas teach us to push away doubt
197.6	and believe in our capacity
199.8	for bravery, vulnerability,
202.44	adaptability and resilience.
205.28	And most importantly, they show us
207.6	it's never too late to change your story.
211.12	So with that, let's start
211.12	with soap opera lesson one:
214.12	surrender is not an option.
216.12	(Laughter)
218.12	"""All My Children""'s Erica Kane"
218.12	was daytime's version of Scarlett O'Hara,
222.72	a hyperbolically self-important princess
225.2	who deep down was scrappy and daring.
228.8	Now, in her 41 years on TV,
228.8	perhaps Erica's most famous scene
232.44	is her alone in the woods
234.44	suddenly face to face with a grizzly bear.
237.2	She screamed at the bear,
239.48	"""You may not do this!"
240.92	Do you understand me?
242.6	You may not come near me!
244.52	I am Erica Kane
246.44	"and you are a filthy beast!"""
249.08	(Laughter)
250.92	And of course the bear left,
252.6	so what that teaches us
254.44	is obstacles are to be expected
256.52	and we can choose to surrender
256.52	or we can stand and fight.
261.24	Pandora's Tim Westergren
261.24	knows this better than most.
264.08	You might even call him
264.08	the Erica Kane of Silicon Valley.
268	Tim and his cofounders
268	launched the company
270.079	with two million dollars in funding.
271.839	They were out of cash the next year.
274.84	Now, lots of companies fold at that point,
274.84	but Tim chose to fight.
278.6	He maxed out 11 credit cards
278.6	and racked up six figures in personal debt
282.8	and it still wasn't enough.
284.68	So every two weeks for two years on payday
284.68	he stood in front of his employees
289.56	and he asked them
289.56	to sacrifice their salaries,
293.12	and it worked.
294.52	More than 50 people deferred
294.52	two million dollars,
297.36	and now, more than a decade later,
299.24	Pandora is worth billions.
302.36	When you believe that there is a way
304.84	around or through
304.84	whatever is in front of you,
307.24	that surrender is not an option,
309.8	you can overcome enormous obstacles.
313.96	Which brings us to soap opera lesson two:
315.96	sacrifice your ego
315.96	and drop the superiority complex.
320.72	Now, this is scary.
322.32	It's an acknowledgment
322.32	of need or fallibility.
325.52	Maybe it's even an admission
326.92	that we're not as special
326.92	as we might like to think.
331.12	Stephanie Forrester
331.12	"of ""The Bold and the Beautiful"""
333.56	thought she was pretty darn special.
335.32	She thought she was so special,
336.84	she didn't need to mix
336.84	with the riffraff from the valley,
339.56	and she made sure
339.56	valley girl Brooke knew it.
342.44	But after nearly 25 years
342.44	of epic fighting,
345.88	Stephanie got sick and let Brooke in.
349.48	They made amends,
350.72	archenemies became soul mates
352.76	and Stephanie died in Brooke's arms,
355.12	and here's our takeaway.
357.44	Drop your ego.
359	Life is not about you.
360.92	It's about us,
362.56	and our ability to experience joy
365.4	and love and to improve our reality
367.92	comes only when we make
367.92	ourselves vulnerable
370.96	and we accept responsibility
370.96	for our actions
374.12	and our inactions,
375.52	kind of like Howard Schultz,
375.52	the CEO of Starbucks.
378.92	Now, after a great run as CEO,
380.96	Howard stepped down in 2000,
383.28	and Starbucks quickly overextended itself
385.52	and stock prices fell.
387.52	Howard rejoined the team in 2008,
389.48	and one of the first things he did
391.52	was apologize to all 180,000 employees.
396.92	He apologized.
398.8	And then he asked for help,
398.8	honesty, and ideas in return.
402.8	And now, Starbucks has more than doubled
405.4	its net revenue since Howard came back.
408.16	So sacrifice your desire
408.16	to be right or safe all the time.
412.12	It's not helping anyone, least of all you.
415.24	Sacrifice your ego.
419.24	Soap opera lesson three:
420.72	evolution is real.
424.24	You're not meant to be static characters.
426.96	On television, static equals boring
426.96	and boring equals fired.
430.92	Characters are supposed
430.92	to grow and change.
434.56	Now, on TV, those dynamic changes
437.04	can make for some rough transitions,
