startsecond	text
15.26	Hi, my name is Frank,
17.26	and I collect secrets.
19.26	It all started with a crazy idea
21.26	in November of 2004.
24.26	I printed up 3,000 self-addressed postcards,
27.26	just like this.
29.26	They were blank on one side,
31.26	and on the other side
33.26	I listed some simple instructions.
35.26	I asked people to anonymously share an artful secret
38.26	they'd never told anyone before.
41.26	And I handed out these postcards randomly
43.26	on the streets of Washington, D.C.,
45.26	not knowing what to expect.
47.26	But soon the idea began spreading virally.
50.26	People began to buy their own postcards
53.26	and make their own postcards.
55.26	I started receiving secrets in my home mailbox,
58.26	not just with postmarks from Washington, D.C.,
61.26	but from Texas, California,
63.26	Vancouver, New Zealand, Iraq.
66.26	Soon my crazy idea didn't seem so crazy.
70.26	PostSecret.com
72.26	is the most visited advertisement-free blog in the world.
76.26	And this is my postcard collection today.
81.26	You can see my wife
83.26	struggling to stack a brick of postcards
85.26	on a pyramid of over a half-million secrets.
89.26	What I'd like to do now
91.26	is share with you a very special handful of secrets
94.26	from that collection,
96.26	starting with this one.
100.26	"""I found these stamps as a child,"
103.26	and I have been waiting all my life
105.26	to have someone to send them to.
108.26	"I never did have someone."""
110.26	Secrets can take many forms.
112.26	They can be shocking
114.26	or silly or soulful.
117.26	They can connect us to our deepest humanity
120.26	or with people we'll never meet.
126.26	(Laughter)
134.26	Maybe one of you sent this one in.
136.26	I don't know.
138.26	This one does a great job of demonstrating
140.26	the creativity that people have
142.26	when they make and mail me a postcard.
144.26	This one obviously was made out of half a Starbucks cup
147.26	with a stamp and my home address written on the other side.
153.26	"""Dear Birthmother, I have great parents."
156.26	"I've found love. I'm happy."""
161.26	Secrets can remind us of the countless human dramas,
164.26	of frailty and heroism,
167.26	playing out silently
169.26	in the lives of people all around us
171.26	even now.
175.26	"""Everyone who knew me before 9/11"
179.26	"believes I'm dead."""
188.26	"""I used to work with a bunch of uptight religious people,"
191.26	so sometimes I didn't wear panties,
193.26	"and just had a big smile and chuckled to myself."""
196.26	(Laughter)
204.26	This next one takes a little explanation before I share it with you.
207.26	I love to speak on college campuses
210.26	and share secrets and the stories with students.
212.26	And sometimes afterwards I'll stick around
215.26	and sign books and take photos with students.
218.26	And this next postcard was made
220.26	out of one of those photos.
222.26	And I should also mention that, just like today,
224.26	at that PostSecret event,
226.26	I was using a wireless microphone.
231.26	"""Your mic wasn't off during sound check."
233.26	"We all heard you pee."""
235.26	(Laughter)
244.26	This was really embarrassing when it happened,
246.26	until I realized it could have been worse.
251.26	Right. You know what I'm saying.
254.26	(Laughter)
257.26	"""Inside this envelope"
259.26	is the ripped up remains
261.26	of a suicide note I didn't use.
263.26	"I feel like the happiest person on Earth (now.)"""
271.26	"""One of these men is the father of my son."
274.26	"He pays me a lot to keep it a secret."""
277.26	(Laughter)
287.26	"""That Saturday when you wondered where I was,"
290.26	well, I was getting your ring.
292.26	"It's in my pocket right now."""
294.26	I had this postcard posted on the PostSecret blog
297.26	two years ago on Valentine's Day.
299.26	It was the very bottom, the last secret in the long column.
302.26	And it hadn't been up for more than a couple hours
305.26	before I received this exuberant email
307.26	from the guy who mailed me this postcard.
309.26	"And he said, ""Frank, I've got to share with you"
312.26	"this story that just played out in my life."""
314.26	"He said, ""My knees are still shaking."""
317.26	"He said, ""For three years, my girlfriend and I,"
320.26	we've made it this Sunday morning ritual
322.26	to visit the PostSecret blog together
324.26	and read the secrets out loud.
326.26	"I read some to her, she reads some to me."""
329.26	"He says, ""It's really brought us closer together"
331.26	through the years.
333.26	And so when I discovered
335.26	that you had posted
337.26	my surprise proposal to my girlfriend at the very bottom,
339.26	I was beside myself.
341.26	And I tried to act calm, not to give anything away.
343.26	And just like every Sunday,
345.26	"we started reading the secrets out loud to each other."""
349.26	"He said, ""But this time it seemed like it was taking her forever"
352.26	"to get through each one."""
354.26	But she finally did.
356.26	She got to that bottom secret, his proposal to her.
359.26	"And he said, ""She read it once and then she read it again."""
364.26	And she turned to him and said,
366.26	"""Is that our cat?"""
368.26	(Laughter)
376.26	And when she saw him,
378.26	he was down on one knee, he had the ring out.
380.26	He popped the question, she said yes. It was a very happy ending.
383.26	So I emailed him back
385.26	"and I said, ""Please share with me an image, something,"
387.26	that I can share with the whole PostSecret community
390.26	"and let everyone know your fairy tale ending."""
393.26	And he emailed me this picture.
395.26	(Laughter)
400.26	"""I found your camera at Lollapalooza this summer."
403.26	I finally got the pictures developed
406.26	"and I'd love to give them to you."""
410.26	This picture never got returned back
412.26	to the people who lost it,
415.26	but this secret has impacted many lives,
418.26	starting with a student up in Canada
420.26	named Matty.
422.26	Matty was inspired by that secret
424.26	to start his own website,
426.26	a website called IFoundYourCamera.
429.26	Matty invites people
431.26	to mail him digital cameras that they've found,
434.26	memory sticks that have been lost
436.26	with orphan photos.
438.26	And Matty takes the pictures off these cameras
440.26	and posts them on his website every week.
443.26	And people come to visit
445.26	to see if they can identify a picture they've lost
448.26	or help somebody else get the photos back to them
451.26	that they might be desperately searching for.
455.26	This one's my favorite.
457.26	(Laughter)
460.26	Matty has found this ingenious way
464.26	to leverage the kindness of strangers.
467.26	And it might seem like a simple idea, and it is,
470.26	but the impact it can have on people's lives can be huge.
473.26	Matty shared with me
475.26	an emotional email he received
477.26	from the mother in that picture.
481.26	"""That's me, my husband and son."
484.26	The other pictures are of my very ill grandmother.
488.26	Thank you for making your site.
490.26	These pictures mean more to me than you know.
493.26	My son's birth is on this camera.
495.26	"He turns four tomorrow."""
499.26	Every picture that you see there
501.26	and thousands of others
503.26	have been returned back to the person who lost it --
505.26	sometimes crossing oceans,
507.26	sometimes going through language barriers.
512.26	This is the last postcard I have to share with you today.
515.26	"""When people I love"
