startsecond	text
12.8	Here's my thing.
14.72	Hold on. There I go. Hey.
18.24	I want to start today --
18.24	talk about the structure of a polypeptide.
21.47	(Laughter)
23.84	I get a lot of people asking me,
23.84	"in terms of ""Lost,"" you know,"
28.04	"""What the hell's that island?"""
29.52	You know, it's usually followed by,
32.48	"""No, seriously,"
32.48	"what the hell is that island?"""
34.68	Why so many mysteries?
35.96	What is it about mystery
35.96	that I seem to be drawn to?
39.92	And I was thinking about this,
39.92	what to talk about at TED.
42.64	When I talked to the kind rep from TED,
45.84	"and I said, ""Listen, you know,"
45.84	"what should I talk about?"""
48.56	"He said, ""Don't worry about it."
48.56	"Just be profound."""
50.96	(Laughter)
52.28	And I took enormous comfort in that.
54.04	So thank you, if you're here.
55.68	I was trying to think,
55.68	what do I talk about? Good question.
58.52	Why do I do so much
58.52	stuff that involves mystery?
60.8	And I started trying to figure it out.
62.68	And I started thinking
62.68	about why do I do any of what I do,
65.44	and I started thinking
65.44	about my grandfather.
67.56	I loved my grandfather.
69.36	Harry Kelvin was his name,
69.36	my mother's father.
72.48	He died in 1986. He was an amazing guy.
75.24	And one of the reasons he was amazing:
77.119	After World War II,
77.119	he began an electronics company.
79.572	He started selling surplus parts,
79.572	kits, to schools and stuff.
84.16	So he had this incredible curiosity.
85.96	As a kid, I saw him come over to me
87.88	with radios and telephones
87.88	and all sorts of things.
90.32	And he'd open them up, he'd unscrew them
90.32	and reveal the inner workings --
93.8	which many of us,
93.8	I'm sure, take for granted.
95.96	But it's an amazing gift to give a kid.
98.56	To open up this thing
98.56	and show how it works
101.16	and why it works and what it is.
102.8	He was the ultimate
102.8	deconstructor, in many ways.
105.8	And my grandfather was a kind of guy
105.8	who would not only take things apart,
112.08	but he got me interested
112.08	in all sorts of different odd crafts,
115.36	like, you know, printing,
115.36	like the letter press.
118.52	I'm obsessed with printing.
119.92	I'm obsessed with silk-screening
119.92	and bookbinding and box making.
123.4	When I was a kid, I was always,
123.4	like, taking apart boxes and stuff.
127.68	And last night in the hotel,
127.68	I took apart the Kleenex box.
130.44	I was just looking at it.
130.44	And I'm telling you --
132.8	(Laughter)
134.24	It's a beautiful thing. I swear to God.
136.16	I mean, when you look at the box
136.16	and you sort of see how it works.
139.32	Rives is here, and I met him
139.32	years ago at a book fair;
141.919	he does pop-up books.
143.16	And I'm obsessed
143.16	with engineering of paper.
145.24	The scoring of it, the printing of it,
147.12	where the thing gets glued,
147.12	the registration marks for the ink.
150.12	I just love boxes.
151.36	My grandfather was the guy
152.64	who kind of got me
152.64	into all sorts of these things.
155.44	He would also supply me with tools.
157.16	He was this amazing encourager --
157.16	this patron, sort of, to make stuff.
162.76	And he got me a Super 8 camera
162.76	when I was 10 years old.
166.32	And in 1976, that was sort of an anomaly,
168.84	to be a 10-year-old kid
168.84	that had access to a camera.
171.84	And you know, he was so generous;
171.84	I couldn't believe it.
175.48	He wasn't doing it
175.48	entirely without some manipulation.
178.96	I mean, I would call him, and I'd be like,
181	"""Listen, Grandpa,"
181	I really need this camera.
183.56	You don't understand.
183.56	This is, like, I want to make movies.
186.36	"I'll get invited to TED one day --"""
188.76	(Laughter)
189.8	And, you know, my grandmother
189.8	was the greatest.
192.04	Because she'd be like, you know --
192.04	she'd get on the phone.
194.8	"She'd be like, ""Harry,"
194.8	it's better than the drugs.
198.52	She was fantastic.
200.508	So I found myself getting this stuff,
200.508	thanks to her assist,
203.76	and suddenly, you know,
205.04	I had a synthesizer
205.04	when I was 14 years old --
208.16	this kind of stuff.
209.4	And it let me make things,
209.4	which, to me, was sort of the dream.
213.48	He sort of humored my obsession
213.48	to other things too, like magic.
217.04	The thing is, we'd go
217.04	to this magic store in New York City
219.8	called Lou Tannen's Magic.
221.2	It was this great magic store.
222.68	It was a crappy
222.68	little building in Midtown,
224.72	but you'd be in the elevator,
224.72	the elevator would open --
227.4	there'd be this little, small magic store.
229.48	You'd be in the magic store.
229.48	And it was a magical place.
232.16	So I got all these magic tricks.
232.16	Here. I'll show you.
234.68	This is the kind of thing.
234.68	So it would be like, you know.
237.56	Which is good, but now I can't move.
239.4	Now, I have to do
239.4	the rest of the thing like this.
241.84	"I'm like, ""Oh, wow."
241.84	"Look at my computer over there!"""
244.32	(Laughter)
246.56	So one of the things
246.56	that I bought at the magic store was this:
249.96	Tannen's Mystery Magic Box.
251.76	The premise behind the Mystery
251.76	Magic Box was the following:
259.24	Which is a savings.
260.48	(Laughter)
262.36	Now, I bought this decades ago
262.36	and I'm not kidding.
264.8	If you look at this,
264.8	you'll see it's never been opened.
267.44	But I've had this forever.
269.6	Now, I was looking at this,
270.96	it was in my office,
270.96	as it always is, on the shelf,
273.4	and I was thinking,
273.4	why have I not opened this?
276.8	And why have I kept it?
278.8	Because I'm not a pack rat.
280.16	I don't keep everything,
281.4	but for some reason
281.4	I haven't opened this box.
283.6	And I felt like there was
283.6	a key to this, somehow,
285.96	in talking about something at TED
285.96	that I haven't discussed before,
289.36	and bored people elsewhere.
291.6	So I thought, maybe
291.6	there's something with this.
293.88	And there was this giant question mark.
295.8	I love the design,
295.8	for what it's worth, of this thing.
298.36	And I started thinking,
298.36	why haven't I opened it?
300.64	And I realized that I haven't opened it
302.56	because it represents
302.56	something important -- to me.
305.16	It represents my grandfather.
307.52	Am I allowed to cry at TED?
308.92	Because -- no, I'm not going to cry.
310.659	(Laughter)
311.84	But --
313.015	(Laughter)
316.76	The thing is that it represents
316.76	infinite possibility.
320.88	It represents hope.
320.88	It represents potential.
323.08	And what I love about this box,
325.88	and what I realize I sort of do
325.88	in whatever it is that I do,
330.64	is I find myself
330.64	drawn to infinite possibility,
335.64	that sense of potential.
336.88	And I realize that mystery
336.88	is the catalyst for imagination.
339.68	Now, it's not the most
339.68	ground-breaking idea,
341.8	but when I started to think
341.8	that maybe there are times
344.4	when mystery is more important
344.4	than knowledge.
346.6	I started getting interested in this.
348.44	"And so I started thinking about ""Lost"""
348.44	and the stuff that we do,
351.48	and I realized, oh my God, mystery boxes
351.48	are everywhere in what I do!
355	"In the creation of ""Lost,"""
355	Damon Lindelof and I,
357.44	who created the show with me,
358.88	we were basically tasked
358.88	with creating this series
362.04	that we had very little time to do.
363.76	We had 11 and a half weeks
365.28	to write it, cast it, crew it, shoot it,
365.28	cut it, post it, turn in a two-hour pilot.
370.08	So it was not a lot of time.
371.48	And that sense of possibility --
371.48	what could this thing be?
374.28	There was no time to develop it.
375.88	I'm sure you're all familiar with people
377.84	who tell you what you can't do
377.84	and what you should change.
380.6	There was no time for that,
380.6	which is kind of amazing.
383.12	And so we did this show,
384.4	and for those of you
384.4	who haven't seen it, or don't know it,
387.2	I can show you one
387.2	little clip from the pilot,
389.56	just to show you some stuff that we did.
391.8	(Engine roaring)
400.56	(Video) Claire: Help!
402.52	Please help me!
404.72	Help me! Please, help me!
408.76	Jack: Get him out of here!
408.76	Get him away from the engine!
411.56	Get him out of here!
412.848	(Engine roaring)
418.96	C: Help me, please!
418.96	I'm having contractions!
422.32	J: How many months pregnant are you?
424.08	C: I'm only eight months.
425.56	J: And how far apart are they coming?
427.4	C: I don't know. I think it just happened.
431.16	Man: Hey! Hey! Hey, get away from --
443.56	JJ Abrams: 10 years ago,
443.56	if we wanted to do that,
445.92	we'd have to kill a stuntman.
447.36	(Laughter)
452.44	It would be harder.
454.4	Take two would be a bitch.
455.76	(Laughter)
457.04	So the amazing thing was,
457.04	we were able to do this thing.
460.16	And part of that was
460.16	the amazing availability of technology,
463.04	knowing we could do anything.
464.48	I mean, we could never have done that.
466.36	We might have been able to write it;
468.12	we wouldn't have been able
468.12	to depict it like we did.
470.6	So part of the amazing thing for me
470.6	is in the creative process,
473.6	technology is mind-blowingly
473.6	inspiring to me.
475.76	I realize that that blank page
475.76	is a magic box, you know?
479.04	It needs to be filled
479.04	with something fantastic.
481.28	"I used to have the ""Ordinary People"""
481.28	script that I'd flip through.
