startsecond	text
0	Translator: Joseph Geni
0	Reviewer: Morton Bast
13.067	I made a film that was impossible to make,
15.952	but I didn't know it was impossible,
19.603	and that's how I was able to do it.
22.395	"""Mars et Avril"" is a science fiction film."
24.855	It's set in Montreal some 50 years in the future.
29.053	No one had done that kind of movie in Quebec before
31.255	because it's expensive, it's set in the future,
34.937	and it's got tons of visual effects,
36.597	and it's shot on green screen.
39.028	Yet this is the kind of movie that I wanted to make
41.179	ever since I was a kid, really,
43.164	back when I was reading some comic books
45.273	and dreaming about what the future might be.
48.869	When American producers see my film,
51.505	they think that I had a big budget to do it,
54.789	like 23 million.
57.908	But in fact I had 10 percent of that budget.
60.894	"I did ""Mars et Avril"" for only 2.3 million."
63.443	So you might wonder, what's the deal here?
64.539	How did I do this?
67.092	Well, it's two things. First, it's time.
70.329	When you don't have money, you must take time,
73.11	"and it took me seven years to do ""Mars et Avril."""
77.002	The second aspect is love.
80.332	I got tons and tons of generosity from everyone involved.
83.87	And it seems like every department had nothing,
86.04	so they had to rely on our creativity
89.068	and turn every problem into an opportunity.
91.642	And that brings me to the point of my talk, actually,
93.668	how constraints, big creative constraints, can boost creativity.
97.808	But let me go back in time a bit.
101.216	In my early 20s, I did some graphic novels,
104.373	but they weren't your usual graphic novels.
106.407	They were books telling a science fiction story
108.9	through images and text,
111.605	and most of the actors who are now starring
115.188	in the movie adaptation, they were already involved
117.246	in these books portraying characters
120.84	into a sort of experimental, theatrical, simplistic way.
126.387	And one of these actors is the great stage director
130.09	and actor Robert Lepage.
131.534	And I just love this guy.
133.055	I've been in love with this guy since I was a kid.
136.5	His career I admire a lot.
139.303	And I wanted this guy to be involved in my crazy project,
142.236	and he was kind enough to lend his image
146.396	to the character of Eugène Spaak,
148.059	who is a cosmologist and artist who seeks relation
152.681	in between time, space, love, music and women.
158.151	And he was a perfect fit for the part,
161.706	and Robert is actually the one who gave me my first chance.
164.89	He was the one who believed in me
167.226	and encouraged me to do an adaptation of my books
170.803	into a film, and to write, direct,
173.758	and produce the film myself.
175.81	And Robert is actually the very first example
179.62	of how constraints can boost creativity.
183.504	Because this guy is the busiest man on the planet.
186.171	I mean, his agenda is booked until 2042,
189.294	and he's really hard to get,
193.134	and I wanted him to be in the movie,
196.017	to reprise his role in the movie.
197.922	But the thing is, had I waited
200.918	for him until 2042, my film wouldn't be
203.47	a futuristic film anymore, so I just couldn't do that. Right?
207.266	But that's kind of a big problem.
208.95	How do you get somebody who is too busy
212.243	to star in a movie?
214.369	Well, I said as a joke in a production meeting --
218.271	and this is a true story, by the way —
220.016	"I said, ""Why don't we turn this guy into a hologram?"
222.928	Because, you know, he is everywhere
225.091	and nowhere on the planet at the same time,
226.957	and he's an illuminated being in my mind,
229.528	and he's in between reality and virtual reality,
233.782	so it would make perfect sense
235.756	"to turn this guy into a hologram."""
238.006	Everybody around the table laughed,
240.326	but the joke was kind of a good solution,
242.862	so that's what we ended up doing.
245.318	Here's how we did it. We shot Robert with six cameras.
249.021	He was dressed in green and he was like
251.463	in a green aquarium.
253.207	Each camera was covering 60 degrees of his head,
255.985	so that in post-production we could use
258.598	pretty much any angle we needed,
260.49	and we shot only his head.
262.902	Six months later there was a guy on set,
265.408	a mime portraying the body,
267.238	the vehicle for the head.
269.678	And he was wearing a green hood
272.929	so that we could erase the green hood in postproduction
276.111	and replace it with Robert Lepage's head.
278.398	So he became like a renaissance man,
280.406	and here's what it looks like in the movie.
282.456	(Music)
294.776	(Video) Robert Lepage: [As usual, Arthur's drawing
296.944	didn't account for the technical challenges.
299.138	I welded the breech, but the valve is still gaping.
303.081	I tried to lift the pallets to lower the pressure in the sound box,
307.364	but I might have hit a heartstring.
