startsecond	text
18.33	I have a very difficult task.
21.33	I'm a spectroscopist.
24.33	I have to talk about astronomy without showing you
26.33	any single image of nebulae or galaxies, etc.
30.33	because my job is spectroscopy.
32.33	I never deal with images.
35.33	But I'll try to convince you
37.33	that spectroscopy is actually something which can
39.33	change this world.
42.33	Spectroscopy can probably answer the question,
45.33	"""Is there anybody out there?"""
47.33	Are we alone? SETI.
49.33	It's not very fun to do spectroscopy.
52.33	One of my colleagues in Bulgaria,
54.33	Nevena Markova, spent about 20 years
56.33	studying these profiles.
59.33	And she published 42 articles
61.33	just dedicated to the subject.
63.33	Can you imagine? Day and night, thinking,
65.33	observing, the same star for 20 years
68.33	is incredible.
70.33	But we are crazy. We do these things.
72.33	(Laughter)
74.33	And I'm not that far.
76.33	I spent about eight months working on these profiles.
79.33	Because I've noticed
81.33	a very small symmetry
83.33	in the profile of one of the planet host stars.
85.33	And I thought, well maybe there is Lithium-6 in this star,
89.33	which is an indication that this star
91.33	has swallowed a planet.
93.33	Because apparently you can't have this fragile isotope
96.33	of Lithium-6 in the atmospheres of sun-like stars.
100.33	But you have it in planets and asteroids.
103.33	So if you engulf planet or large number of asteroids,
109.33	you will have this Lithium-6 isotope
112.33	in the spectrum of the star.
114.33	So I invested more than eight months
118.33	just studying the profile of this star.
120.33	And actually it's amazing,
122.33	because I got phone calls from many reporters asking,
124.33	"""Have you actually seen the planet going into a star?"""
127.33	Because they thought that if you are having a telescope,
131.33	you are an astronomer so what you are doing
133.33	is actually looking in a telescope.
135.33	And you might have seen the planet going into a star.
139.33	"And I was saying, ""No, excuse me."
141.33	"What I see is this one."""
143.33	(Laughter)
144.33	It's just incredible. Because nobody understood really.
147.33	I bet that there were very few people
149.33	who really understood what I'm talking about.
152.33	Because this is the indication that the planet went into the star.
156.33	It's amazing.
159.33	The power of spectroscopy
161.33	was actually realized
163.33	by Pink Floyd already in 1973.
167.33	(Laughter)
168.33	Because they actually said that
171.33	you can get any color you like
173.33	in a spectrum.
175.33	And all you need is time and money
177.33	to make your spectrograph.
179.33	This is the number one high resolution,
182.33	most precise spectrograph on this planet, called HARPS,
185.33	which is actually used to detect
187.33	extrasolar planets and sound waves
189.33	in the atmospheres of stars.
191.33	How we get spectra?
194.33	I'm sure most of you know from school physics
197.33	that it's basically splitting a white light
201.33	into colors.
203.33	And if you have a liquid hot mass,
206.33	it will produce something which we call a continuous spectrum.
210.33	A hot gas is producing emission lines only,
213.33	no continuum.
215.33	And if you place a cool gas in front of a
219.33	hot source,
221.33	you will see certain patterns
223.33	which we call absorption lines.
225.33	Which is used actually to identify chemical elements
228.33	in a cool matter,
230.33	which is absorbing exactly at those frequencies.
233.33	Now, what we can do with the spectra?
236.33	We can actually study line-of-sight velocities
239.33	of cosmic objects.
241.33	And we can also study chemical composition
244.33	and physical parameters of stars,
246.33	galaxies, nebulae.
248.33	A star is the most simple object.
250.33	In the core, we have thermonuclear reactions going on,
254.33	creating chemical elements.
256.33	And we have a cool atmosphere.
258.33	It's cool for me.
260.33	Cool in my terms is three or four or five thousand degrees.
264.33	My colleagues in infra-red astronomy
266.33	call minus 200 Kelvin is cool for them.
271.33	But you know, everything is relative.
273.33	So for me 5,000 degrees is pretty cool.
276.33	(Laughter)
277.33	This is the spectrum of the Sun --
283.33	and about 15 percent of these lines is not yet identified.
287.33	It is amazing. So we are in the 21st century,
290.33	and we still cannot properly understand
292.33	the spectrum of the sun.
294.33	Sometimes we have to deal with
296.33	just one tiny, weak spectral line
299.33	to measure the composition of that chemical element in the atmosphere.
303.33	For instance, you see the spectral line of the gold
306.33	is the only spectral line in the spectrum of the Sun.
309.33	And we use this weak feature
311.33	to measure the composition
313.33	of gold in the atmosphere of the Sun.
316.33	And now this is a work in progress.
319.33	We have been dealing with a similarly very weak feature,
323.33	which belongs to osmium.
325.33	It's a heavy element produced in thermonuclear
329.33	explosions of supernovae.
