startsecond	text
18.33	You might be wondering why I'm wearing sunglasses,
20.33	and one answer to that is, because I'm here to talk about glamour.
25.33	So, we all think we know what glamour is. Here it is.
28.33	It's glamorous movie stars, like Marlene Dietrich.
31.33	And it comes in a male form, too --
33.33	very glamorous.
35.33	Not only can he shoot, drive, drink -- you know, he drinks wine,
39.33	there actually is a little wine in there --
41.33	and of course, always wears a tuxedo.
44.33	But I think that glamour actually has a much broader meaning --
48.33	one that is true for the movie stars and the fictional characters,
52.33	but also comes in other forms.
54.33	A magazine?
56.33	Well, it's certainly not this one.
58.33	This is the least glamorous magazine on the newsstand -- it's all about sex tips.
61.33	Sex tips are not glamorous.
63.33	And Drew Barrymore, for all her wonderful charm,
66.33	is not glamorous either.
68.33	But there is a glamour of industry.
70.33	This is Margaret Bourke-White's --
72.33	one of her pictures she did.
74.33	Fantastic, glamorous pictures
77.33	of steel mills and paper mills and all kinds of glamorous industrial places.
81.33	And there's the mythic glamour
83.33	of the garage entrepreneur.
85.33	This is the Hewlett-Packard garage.
87.33	We know everyone who starts a business in a garage
90.33	ends up founding Hewlett-Packard.
93.33	There's the glamour of physics.
95.33	What could be more glamorous than understanding the entire universe,
97.33	grand unification? And, by the way, it helps if you're Brian Greene --
101.33	he has other kinds of glamour.
103.33	And there is, of course, this glamour.
105.33	This is very, very glamorous: the glamour of outer space --
108.33	and not the alien-style glamour,
111.33	but the nice, clean, early '60s version.
114.33	So what do we mean by glamour?
116.33	Well, one thing you can do if you want to know what glamour means
120.33	is you can look in the dictionary.
122.33	And it actually helps a lot more if you look in a very old dictionary,
125.33	in this case the 1913 dictionary.
127.33	Because for centuries, glamour had a very particular meaning,
132.33	and the word was actually used differently from the way we think of it.
137.33	"You had ""a"" glamour."
139.33	"It wasn't glamour as a quality -- you ""cast a glamour."""
141.33	Glamour was a literal magic spell.
144.33	Not a metaphorical one, the way we use it today,
146.33	but a literal magic spell associated with witches and gypsies
150.33	and to some extent, Celtic magic.
153.33	And over the years, around the turn of the 20th century,
156.33	it started to take on this other kind of deception --
162.33	this definition for any artificial interest in, or association with,
